line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  4.029588288692189E+05  118.168083  6.234657  4.722672  7.3798053E-01  2.5597717E-01  9.6595004E-04  1.2037650E-05  3.0845745E-04  2.4375062E-03  9.8545401E-07  5.4537396E-06  8.0435195E-04  6.4552315E-05  5.161E-08  0.7948  4.722672   -5.305  0.277453  7.671067  6.6720747E-01  3.2692673E-01  3.4413557E-05  9.4480290E-06  3.4707354E-03  7.5574338E-05  1.2221124E-07  7.3566046E-10  7.8719985E-04  1.8331663E-06  1.656E-05  3.351E-05  3.538E-05  9.534E-01  1.083E+00  9.94E+02  0.00E+00  3.72E+02  0.534464  0.388087  0.0000000E+00  7.0792364251E+00
 10  4.502574432838105E+05  117.931029  6.237568  4.721686  7.3789378E-01  2.5606422E-01  9.5655200E-04  1.2102262E-05  3.2997614E-04  2.4254202E-03  9.9367052E-07  5.3982391E-06  8.0432163E-04  6.4116543E-05  9.770E-08  0.7930  4.721686   -5.295  0.278587  7.671649  6.5872670E-01  3.3540800E-01  3.4515319E-05  9.4766761E-06  3.4757163E-03  6.9716973E-05  1.1239262E-07  7.0656503E-10  7.8543882E-04  1.8422570E-06  1.628E-05  3.312E-05  3.482E-05  9.534E-01  1.083E+00  9.90E+02  0.00E+00  3.70E+02  0.534941  0.391463  0.0000000E+00  6.9502089247E+00
 11  4.973031505076218E+05  117.690157  6.240524  4.720683  7.3773906E-01  2.5621972E-01  9.4360096E-04  1.2162320E-05  3.6130949E-04  2.4068833E-03  1.0024845E-06  5.3219781E-06  8.0427060E-04  6.3474224E-05  1.681E-07  0.7913  4.720683   -5.286  0.279790  7.672252  6.5024593E-01  3.4388897E-01  3.4600611E-05  9.5007880E-06  3.4788207E-03  6.6028546E-05  1.0613288E-07  6.8464308E-10  7.8368615E-04  1.8517912E-06  1.590E-05  3.267E-05  3.426E-05  9.534E-01  1.082E+00  9.85E+02  0.00E+00  3.68E+02  0.534658  0.394908  0.0000000E+00  6.8192710507E+00
 12  5.440878152896545E+05  117.445364  6.243524  4.719376  7.3748245E-01  2.5647745E-01  9.2692731E-04  1.2210193E-05  4.0383938E-04  2.3805539E-03  1.0104421E-06  5.2240068E-06  8.0419044E-04  6.2596891E-05  2.679E-07  0.7898  4.719376   -5.277  0.281043  7.672870  6.4176517E-01  3.5236973E-01  3.4675217E-05  9.5223618E-06  3.4808471E-03  6.3587706E-05  1.0192336E-07  6.5874700E-10  7.8194110E-04  1.8622604E-06  1.547E-05  3.177E-05  3.369E-05  9.546E-01  1.082E+00  9.78E+02  0.00E+00  3.61E+02  0.528490  0.398415  0.0000000E+00  6.6863578835E+00
 13  5.906443127963837E+05  117.196386  6.246577  4.718252  7.3708793E-01  2.5687387E-01  9.0673789E-04  1.2240655E-05  4.5789169E-04  2.3457903E-03  1.0160179E-06  5.1055568E-06  8.0407296E-04  6.1480073E-05  3.988E-07  0.7884  4.718252   -5.268  0.282341  7.673501  6.3328440E-01  3.6085042E-01  3.4744058E-05  9.5423021E-06  3.4822131E-03  6.1910280E-05  9.8967825E-08  6.3477357E-10  7.8020326E-04  1.8740303E-06  1.501E-05  3.113E-05  3.312E-05  9.552E-01  1.082E+00  9.73E+02  0.00E+00  3.57E+02  0.525391  0.401987  0.0000000E+00  6.5514171514E+00
 14  6.369835064154121E+05  116.943160  6.249677  4.717124  7.3650989E-01  2.5745441E-01  8.8314060E-04  1.2251272E-05  5.2389245E-04  2.3019650E-03  1.0179563E-06  4.9672586E-06  8.0390800E-04  6.0118589E-05  5.628E-07  0.7872  4.717124   -5.259  0.283670  7.674140  6.2480363E-01  3.6933107E-01  3.4818744E-05  9.5646793E-06  3.4831763E-03  6.0681765E-05  9.6689243E-08  5.9268739E-10  7.7847246E-04  1.8880507E-06  1.452E-05  3.019E-05  3.253E-05  9.559E-01  1.082E+00  9.67E+02  0.00E+00  3.52E+02  0.521559  0.405609  0.0000000E+00  6.4146488095E+00
 15  6.831562377572829E+05  116.685421  6.252835  4.716040  7.3570780E-01  2.5825970E-01  8.5665810E-04  1.2241379E-05  6.0089343E-04  2.2494632E-03  1.0153107E-06  4.8121612E-06  8.0368753E-04  5.8535998E-05  7.570E-07  0.7861  4.716040   -5.249  0.285021  7.674786  6.1632287E-01  3.7781173E-01  3.4903436E-05  9.5875486E-06  3.4838146E-03  5.9810148E-05  9.4941763E-08  6.1346812E-10  7.7674866E-04  1.9048547E-06  1.402E-05  2.977E-05  3.194E-05  9.567E-01  1.082E+00  9.62E+02  0.00E+00  3.47E+02  0.517629  0.409282  0.0000000E+00  6.2762129392E+00
 16  7.290305275917536E+05  116.423555  6.256038  4.715241  7.3471840E-01  2.5925280E-01  8.2972694E-04  1.2214436E-05  6.8183421E-04  2.1930845E-03  1.0082355E-06  4.6545083E-06  8.0342405E-04  5.6880159E-05  9.597E-07  0.7852  4.715241   -5.238  0.286414  7.675445  6.0784210E-01  3.8629235E-01  3.4977370E-05  9.6094310E-06  3.4843759E-03  5.9041988E-05  9.3417382E-08  5.8105244E-10  7.7503159E-04  1.9205237E-06  1.352E-05  2.948E-05  3.133E-05  9.564E-01  1.080E+00  9.58E+02  0.00E+00  3.46E+02  0.518786  0.413003  0.0000000E+00  6.1356810574E+00
 17  7.748414332330853E+05  116.156422  6.259304  4.714077  7.3341803E-01  2.6055757E-01  8.0021681E-04  1.2170392E-05  7.7311583E-04  2.1283688E-03  9.9613534E-07  4.4818076E-06  8.0308733E-04  5.5022381E-05  1.189E-06  0.7845  4.714077   -5.230  0.287738  7.676079  5.9936134E-01  3.9477295E-01  3.5172526E-05  9.6648418E-06  3.4845225E-03  5.8544999E-05  9.1732254E-08  5.5649510E-10  7.7332159E-04  1.9418753E-06  1.302E-05  2.864E-05  3.073E-05  9.576E-01  1.080E+00  9.51E+02  0.00E+00  3.39E+02  0.512115  0.416766  0.0000000E+00  5.9932462705E+00
 18  8.203809422540728E+05  115.884866  6.262643  4.713055  7.3183402E-01  2.6214638E-01  7.7005290E-04  1.2113368E-05  8.6883030E-04  2.0594826E-03  9.7969257E-07  4.3053104E-06  8.0268734E-04  5.3084848E-05  1.425E-06  0.7839  4.713055   -5.220  0.289285  7.676787  5.9088057E-01  4.0325343E-01  3.5139960E-05  9.6565670E-06  3.4850170E-03  5.8031385E-05  9.1128404E-08  5.3509522E-10  7.7161831E-04  1.9603906E-06  1.254E-05  2.804E-05  3.011E-05  9.582E-01  1.078E+00  9.46E+02  0.00E+00  3.35E+02  0.508797  0.420582  0.0000000E+00  5.8490094860E+00
 19  8.657355673476629E+05  115.608451  6.266015  4.712151  7.2980510E-01  2.6418080E-01  7.3742361E-04  1.2041217E-05  9.7470978E-04  1.9823059E-03  9.5792483E-07  4.1144026E-06  8.0218645E-04  5.0952955E-05  1.686E-06  0.7834  4.712151   -5.211  0.290761  7.677471  5.8239980E-01  4.1173405E-01  3.5221855E-05  9.6790876E-06  3.4852917E-03  5.7578875E-05  9.0103059E-08  5.4791748E-10  7.6992182E-04  1.9793112E-06  1.206E-05  2.751E-05  2.949E-05  9.587E-01  1.077E+00  9.41E+02  0.00E+00  3.32E+02  0.506137  0.424375  0.0000000E+00  5.7034071254E+00
 20  9.109817529925716E+05  115.326518  6.269461  4.711452  7.2748442E-01  2.6650715E-01  7.0556858E-04  1.1962763E-05  1.0800582E-03  1.9047087E-03  9.3329035E-07  3.9280268E-06  8.0162474E-04  4.8842283E-05  1.936E-06  0.7832  4.711452   -5.200  0.292269  7.678165  5.7391904E-01  4.2021456E-01  3.5303611E-05  9.7015234E-06  3.4854660E-03  5.7241278E-05  8.9258067E-08  5.5901173E-10  7.6823231E-04  2.0007337E-06  1.160E-05  2.699E-05  2.885E-05  9.592E-01  1.075E+00  9.36E+02  0.00E+00  3.27E+02  0.502971  0.428227  0.0000000E+00  5.5557042893E+00
 21  9.560575779878086E+05  115.039574  6.272977  4.710842  7.2473609E-01  2.6926141E-01  6.7307920E-04  1.1876327E-05  1.1892478E-03  1.8235845E-03  9.0517723E-07  3.7379322E-06  8.0097096E-04  4.6664593E-05  2.187E-06  0.7831  4.710842   -5.191  0.293813  7.678870  5.6543827E-01  4.2869513E-01  3.5382594E-05  9.7239859E-06  3.4856281E-03  5.6921147E-05  8.8452554E-08  5.5019596E-10  7.6654967E-04  2.0225236E-06  1.115E-05  2.646E-05  2.821E-05  9.599E-01  1.074E+00  9.32E+02  0.00E+00  3.23E+02  0.499215  0.432096  0.0000000E+00  5.4068300533E+00
 22  1.000944936763793E+06  114.747752  6.276553  4.710306  7.2154196E-01  2.7246174E-01  6.4041570E-04  1.1784247E-05  1.3005668E-03  1.7402690E-03  8.7425795E-07  3.5468039E-06  8.0022303E-04  4.4453784E-05  2.434E-06  0.7832  4.710306   -5.182  0.295385  7.679585  5.5695750E-01  4.3717570E-01  3.5462796E-05  9.7466423E-06  3.4857986E-03  5.6589620E-05  8.7636010E-08  5.4470432E-10  7.6487385E-04  2.0447027E-06  1.072E-05  2.581E-05  2.756E-05  9.611E-01  1.072E+00  9.28E+02  0.00E+00  3.17E+02  0.492793  0.435967  0.0000000E+00  5.2572045786E+00
 23  1.045629015053822E+06  114.451141  6.280199  4.709696  7.1789222E-01  2.7611788E-01  6.0798631E-04  1.1688748E-05  1.4124285E-03  1.6560258E-03  8.4124912E-07  3.3570241E-06  7.9938054E-04  4.2240784E-05  2.669E-06  0.7835  4.709696   -5.174  0.296976  7.680304  5.4847674E-01  4.4565626E-01  3.5557152E-05  9.7738118E-06  3.4859826E-03  5.6218573E-05  8.6673890E-08  5.2885793E-10  7.6320485E-04  2.0689136E-06  1.031E-05  2.488E-05  2.693E-05  9.629E-01  1.071E+00  9.22E+02  0.00E+00  3.08E+02  0.481551  0.439848  0.0000000E+00  5.1071426551E+00
 24  1.090115190373303E+06  114.149573  6.283911  4.709091  7.1375208E-01  2.8026450E-01  5.7584039E-04  1.1590961E-05  1.5244551E-03  1.5712183E-03  8.0655321E-07  3.1688770E-06  7.9843709E-04  4.0032245E-05  2.893E-06  0.7840  4.709091   -5.165  0.298616  7.681039  5.3999597E-01  4.5413683E-01  3.5635290E-05  9.7962096E-06  3.4862019E-03  5.5834468E-05  8.5822986E-08  5.1147164E-10  7.6154267E-04  2.0905420E-06  9.915E-06  2.405E-05  2.628E-05  9.646E-01  1.069E+00  9.17E+02  0.00E+00  2.99E+02  0.471873  0.443723  0.0000000E+00  4.9567639416E+00
 25  1.134558253550370E+06  113.841833  6.287736  4.708629  7.0912359E-01  2.8489941E-01  5.4429020E-04  1.1492667E-05  1.6353715E-03  1.4868826E-03  7.7082663E-07  2.9841860E-06  7.9739465E-04  3.7852507E-05  3.101E-06  0.7848  4.708629   -5.155  0.300323  7.681797  5.3151520E-01  4.6261740E-01  3.5700353E-05  9.8184699E-06  3.4863686E-03  5.5528017E-05  8.5116606E-08  4.1069745E-10  7.5988757E-04  2.1150812E-06  9.535E-06  2.326E-05  2.563E-05  9.661E-01  1.068E+00  9.13E+02  0.00E+00  2.91E+02  0.462077  0.447646  0.0000000E+00  4.8056664856E+00
 26  1.178831563530053E+06  113.528661  6.291583  4.708942  7.0332274E-01  2.9070739E-01  5.0968620E-04  1.1382919E-05  1.7579831E-03  1.3932911E-03  7.2997578E-07  2.7815774E-06  7.9610291E-04  3.5450264E-05  3.330E-06  0.7855  4.708942   -5.146  0.301751  7.682460  5.2303444E-01  4.7109796E-01  3.6100763E-05  9.9286839E-06  3.4861835E-03  5.5070367E-05  8.2813326E-08  4.4281280E-10  7.5823957E-04  2.1573203E-06  9.172E-06  2.302E-05  2.497E-05  9.662E-01  1.064E+00  9.10E+02  0.00E+00  2.90E+02  0.461296  0.451339  0.0000000E+00  4.6542578296E+00
 27  1.222827825019166E+06  113.211006  6.295528  4.708378  6.9805816E-01  2.9597784E-01  4.8184826E-04  1.1293642E-05  1.8572417E-03  1.3172917E-03  6.9603145E-07  2.6185496E-06  7.9494188E-04  3.3510653E-05  3.476E-06  0.7867  4.708378   -5.137  0.303699  7.683296  5.1455367E-01  4.7957853E-01  3.5933578E-05  9.8818420E-06  3.4867963E-03  5.4648172E-05  8.2923158E-08  4.5662559E-10  7.5659814E-04  2.1631195E-06  8.826E-06  2.197E-05  2.433E-05  9.687E-01  1.063E+00  9.05E+02  0.00E+00  2.78E+02  0.445558  0.455323  0.0000000E+00  4.5039959398E+00
 28  1.266466879686241E+06  112.889195  6.299508  4.708788  6.9213612E-01  3.0190580E-01  4.5395595E-04  1.1203642E-05  1.9572176E-03  1.2405469E-03  6.6110736E-07  2.4551651E-06  7.9364747E-04  3.1561700E-05  3.615E-06  0.7879  4.708788   -5.127  0.305479  7.684076  5.0607290E-01  4.8805910E-01  3.6008285E-05  9.9028391E-06  3.4870843E-03  5.4192220E-05  8.2001135E-08  4.5265393E-10  7.5496316E-04  2.1875067E-06  8.496E-06  2.191E-05  2.367E-05  9.685E-01  1.058E+00  9.02E+02  0.00E+00  2.77E+02  0.446906  0.459217  0.0000000E+00  4.3548771892E+00
 29  1.309508391638124E+06  112.564980  6.303481  4.708730  6.8561527E-01  3.0843253E-01  4.2651657E-04  1.1114968E-05  2.0560136E-03  1.1645418E-03  6.2597398E-07  2.2943908E-06  7.9223396E-04  2.9640104E-05  3.741E-06  0.7891  4.708730   -5.118  0.307264  7.684865  4.9759214E-01  4.9653966E-01  3.6081214E-05  9.9242313E-06  3.4875383E-03  5.3548836E-05  8.0811261E-08  4.2536791E-10  7.5333427E-04  2.2097762E-06  8.183E-06  2.130E-05  2.303E-05  9.696E-01  1.056E+00  8.98E+02  0.00E+00  2.71E+02  0.438813  0.462982  0.0000000E+00  4.2078192614E+00
 30  1.352330239184572E+06  112.235576  6.307485  4.708485  6.7847810E-01  3.1557546E-01  3.9961489E-04  1.1028388E-05  2.1532492E-03  1.0895969E-03  5.9086934E-07  2.1367169E-06  7.9069896E-04  2.7752978E-05  3.852E-06  0.7905  4.708485   -5.110  0.309086  7.685656  4.8911137E-01  5.0502027E-01  3.6169620E-05  9.9493493E-06  3.4878673E-03  5.3022964E-05  7.9740414E-08  4.1481243E-10  7.5171233E-04  2.2377589E-06  7.884E-06  2.021E-05  2.239E-05  9.721E-01  1.055E+00  8.94E+02  0.00E+00  2.58E+02  0.421473  0.466657  0.0000000E+00  4.0617552757E+00
 31  1.394764894109386E+06  111.902375  6.311525  4.708859  6.7068572E-01  3.2337350E-01  3.7324615E-04  1.0944313E-05  2.2488788E-03  1.0157698E-03  5.5589439E-07  1.9821100E-06  7.8903543E-04  2.5901001E-05  3.950E-06  0.7919  4.708859   -5.101  0.310954  7.686457  4.8063060E-01  5.1350082E-01  3.6258285E-05  9.9753540E-06  3.4882727E-03  5.2408973E-05  7.8550430E-08  3.8263662E-10  7.5009719E-04  2.2656410E-06  7.598E-06  1.950E-05  2.175E-05  9.738E-01  1.053E+00  8.91E+02  0.00E+00  2.50E+02  0.409712  0.470229  0.0000000E+00  3.9177078387E+00
 32  1.436613325790994E+06  111.567433  6.315513  4.709736  6.6270124E-01  3.3136327E-01  3.4887199E-04  1.0867531E-05  2.3375269E-03  9.4723805E-04  5.2311881E-07  1.8391433E-06  7.8734263E-04  2.4187809E-05  4.023E-06  0.7932  4.709736   -5.092  0.312831  7.687262  4.7214984E-01  5.2198146E-01  3.6349075E-05  1.0001027E-05  3.4886367E-03  5.1839615E-05  7.7427168E-08  3.7444854E-10  7.4848829E-04  2.2870927E-06  7.326E-06  1.927E-05  2.113E-05  9.743E-01  1.048E+00  8.89E+02  0.00E+00  2.47E+02  0.406081  0.473715  0.0000000E+00  3.7770716989E+00
 33  1.478001766930156E+06  111.229814  6.319526  4.710423  6.5429411E-01  3.3977542E-01  3.2561628E-04  1.0795259E-05  2.4223131E-03  8.8161456E-04  4.9148257E-07  1.7026847E-06  7.8557170E-04  2.2552616E-05  4.079E-06  0.7946  4.710423   -5.084  0.314732  7.688072  4.6366907E-01  5.3046213E-01  3.6455229E-05  1.0031793E-05  3.4889826E-03  5.1264366E-05  7.6225359E-08  3.5261822E-10  7.4688604E-04  2.3172647E-06  7.066E-06  1.859E-05  2.051E-05  9.759E-01  1.046E+00  8.87E+02  0.00E+00  2.39E+02  0.393986  0.477140  0.0000000E+00  3.6394578620E+00
 34  1.519215306936804E+06  110.887202  6.323579  4.711015  6.4548826E-01  3.4858607E-01  3.0349217E-04  1.0727649E-05  2.5031478E-03  8.1898382E-04  4.6107695E-07  1.5728130E-06  7.8372824E-04  2.0996908E-05  4.119E-06  0.7962  4.711015   -5.076  0.316678  7.688900  4.5518830E-01  5.3894270E-01  3.6543983E-05  1.0056255E-05  3.4892108E-03  5.0854405E-05  7.5388202E-08  3.5499990E-10  7.4529109E-04  2.3481560E-06  6.816E-06  1.798E-05  1.991E-05  9.772E-01  1.043E+00  8.84E+02  0.00E+00  2.31E+02  0.383152  0.480529  0.0000000E+00  3.5041450003E+00
 35  1.560415187105865E+06  110.537746  6.327788  4.711639  6.3631528E-01  3.5776352E-01  2.8253337E-04  1.0664995E-05  2.5798762E-03  7.5947718E-04  4.3200393E-07  1.4497258E-06  7.8181947E-04  1.9523503E-05  4.143E-06  0.7981  4.711639   -5.067  0.318623  7.689726  4.4670754E-01  5.4742323E-01  3.6684091E-05  1.0096932E-05  3.4892745E-03  5.0543987E-05  7.4453715E-08  3.4332589E-10  7.4370361E-04  2.3850502E-06  6.574E-06  1.735E-05  1.930E-05  9.786E-01  1.042E+00  8.81E+02  0.00E+00  2.23E+02  0.372025  0.484030  0.0000000E+00  3.3702593033E+00
 36  1.601217319300080E+06  110.184547  6.332065  4.712489  6.2685132E-01  3.6723176E-01  2.6286901E-04  1.0607765E-05  2.6519997E-03  7.0349076E-04  4.0448868E-07  1.3341834E-06  7.7986183E-04  1.8141853E-05  4.153E-06  0.8003  4.712489   -5.058  0.320712  7.690599  4.3822677E-01  5.5590375E-01  3.6740119E-05  1.0112169E-05  3.4895249E-03  5.0163377E-05  7.3814687E-08  3.2796470E-10  7.4212289E-04  2.4171260E-06  6.344E-06  1.682E-05  1.871E-05  9.798E-01  1.039E+00  8.79E+02  0.00E+00  2.16E+02  0.362083  0.487552  0.0000000E+00  3.2392461040E+00
 37  1.641735338938447E+06  109.826784  6.336345  4.713241  6.1697662E-01  3.7711046E-01  2.4423179E-04  1.0555218E-05  2.7204787E-03  6.5028621E-04  3.7819308E-07  1.2246176E-06  7.7783136E-04  1.6833508E-05  4.152E-06  0.8025  4.713241   -5.050  0.322693  7.691437  4.2974600E-01  5.6438440E-01  3.6923400E-05  1.0164731E-05  3.4895711E-03  4.9801030E-05  7.2699934E-08  3.1474598E-10  7.4054916E-04  2.4548584E-06  6.122E-06  1.574E-05  1.813E-05  9.819E-01  1.037E+00  8.76E+02  0.00E+00  2.04E+02  0.343283  0.490984  0.0000000E+00  3.1110809736E+00
 38  1.682239099431925E+06  109.461824  6.340833  4.714431  6.0679865E-01  3.8729215E-01  2.2679848E-04  1.0507921E-05  2.7846467E-03  6.0038765E-04  3.5339735E-07  1.1220699E-06  7.7575100E-04  1.5611177E-05  4.137E-06  0.8051  4.714431   -5.040  0.324895  7.692348  4.2126524E-01  5.7286496E-01  3.6945449E-05  1.0169732E-05  3.4897951E-03  4.9508297E-05  7.2297637E-08  3.2454710E-10  7.3898286E-04  2.4913687E-06  5.909E-06  1.562E-05  1.756E-05  9.823E-01  1.034E+00  8.75E+02  0.00E+00  2.01E+02  0.338964  0.494606  0.0000000E+00  2.9850026068E+00
 39  1.722860245041815E+06  109.087600  6.345503  4.715286  5.9590490E-01  3.9818950E-01  2.0990747E-04  1.0464287E-05  2.8469278E-03  5.5191364E-04  3.2918028E-07  1.0226460E-06  7.7353779E-04  1.4428851E-05  4.116E-06  0.8084  4.715286   -5.031  0.327058  7.693248  4.1278447E-01  5.8134547E-01  3.7076492E-05  1.0206689E-05  3.4898448E-03  4.9230849E-05  7.1531538E-08  3.1520540E-10  7.3742432E-04  2.5370343E-06  5.702E-06  1.484E-05  1.699E-05  9.840E-01  1.033E+00  8.72E+02  0.00E+00  1.91E+02  0.323653  0.498268  0.0000000E+00  2.8599368634E+00
 40  1.763260689985258E+06  108.707332  6.350318  4.716528  5.8465977E-01  4.0943800E-01  1.9414707E-04  1.0426064E-05  2.9051423E-03  5.0656437E-04  3.0640427E-07  9.2980690E-07  7.7126714E-04  1.3328074E-05  4.085E-06  0.8121  4.716528   -5.022  0.329316  7.694179  4.0430370E-01  5.8982610E-01  3.7162882E-05  1.0231347E-05  3.4899579E-03  4.8955120E-05  7.0924346E-08  3.0493519E-10  7.3587242E-04  2.5720655E-06  5.504E-06  1.424E-05  1.642E-05  9.851E-01  1.031E+00  8.70E+02  0.00E+00  1.84E+02  0.312181  0.502021  0.0000000E+00  2.7377266648E+00
