line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  1.506984270670262E+06   19.979360  4.644966  4.551929  7.3805590E-01  2.5590160E-01  9.7751222E-04  1.2312835E-05  2.8321156E-04  2.4505491E-03  9.7281079E-07  5.5250606E-06  8.0438107E-04  6.5041671E-05  2.748E-10  0.4472  4.551929   -7.820  0.777062  7.585068  6.6864113E-01  3.2548797E-01  2.4866793E-05  6.7801333E-06  3.4477219E-03  1.1768379E-04  3.7876563E-07  4.2120596E-10  7.9462020E-04  1.6138218E-07  8.291E-06  6.241E-05  7.795E-05  9.583E-01  1.049E+00  6.88E+02  0.00E+00  2.43E+02  0.508366  0.059044  0.0000000E+00  3.3017121219E-01
 10  1.678331053985676E+06   19.976736  4.650473  4.551518  7.3805427E-01  2.5590330E-01  9.7644259E-04  1.2710900E-05  2.8430371E-04  2.4502509E-03  9.7498016E-07  5.5211360E-06  8.0438070E-04  6.5017701E-05  5.434E-10  0.4451  4.551518   -7.809  0.776806  7.585871  6.6033921E-01  3.3379129E-01  2.5010793E-05  6.8189408E-06  3.4574862E-03  1.0632096E-04  3.4042998E-07  3.4619213E-10  7.9360045E-04  1.6587965E-07  7.713E-06  6.197E-05  7.747E-05  9.579E-01  1.050E+00  6.85E+02  0.00E+00  2.44E+02  0.510914  0.059806  0.0000000E+00  3.2984127148E-01
 11  1.843966704964290E+06   19.974130  4.655840  4.551088  7.3805143E-01  2.5590607E-01  9.7480519E-04  1.3265400E-05  2.8606463E-04  2.4497569E-03  9.7836733E-07  5.5150091E-06  8.0438009E-04  6.4979122E-05  9.044E-10  0.4431  4.551088   -7.798  0.776677  7.586646  6.5203729E-01  3.4209431E-01  2.5118269E-05  6.8488061E-06  3.4656503E-03  9.6841121E-05  3.0778900E-07  3.4304609E-10  7.9257768E-04  1.8120835E-07  7.155E-06  6.153E-05  7.703E-05  9.574E-01  1.050E+00  6.82E+02  0.00E+00  2.44E+02  0.513145  0.060557  0.0000000E+00  3.2951136812E-01
 12  2.012983051468683E+06   19.971403  4.661401  4.550654  7.3804706E-01  2.5591044E-01  9.7238049E-04  1.4017099E-05  2.8878415E-04  2.4489796E-03  9.8342643E-07  5.5058080E-06  8.0437910E-04  6.4920042E-05  1.364E-09  0.4411  4.550654   -7.786  0.776590  7.587564  6.4373537E-01  3.5039653E-01  2.5203462E-05  6.8725607E-06  3.4684929E-03  9.3461614E-05  2.9500857E-07  3.4369961E-10  7.9155365E-04  2.1537783E-07  6.573E-06  6.085E-05  7.654E-05  9.573E-01  1.051E+00  6.80E+02  0.00E+00  2.43E+02  0.514029  0.061346  0.0000000E+00  3.2916311988E-01
 13  2.172801916300848E+06   19.968754  4.666770  4.550247  7.3804124E-01  2.5591616E-01  9.6944979E-04  1.4855019E-05  2.9218444E-04  2.4479944E-03  9.8955022E-07  5.4945709E-06  8.0437784E-04  6.4847079E-05  1.822E-09  0.4389  4.550247   -7.775  0.776681  7.588559  6.3543345E-01  3.5869905E-01  2.5308858E-05  6.9012383E-06  3.4730638E-03  8.8079794E-05  2.7623824E-07  3.1201151E-10  7.9052322E-04  2.1667557E-07  6.059E-06  6.052E-05  7.614E-05  9.567E-01  1.050E+00  6.77E+02  0.00E+00  2.44E+02  0.517042  0.062116  0.0000000E+00  3.2882223418E-01
 14  2.330394707885528E+06   19.966074  4.672179  4.549797  7.3803357E-01  2.5592380E-01  9.6576973E-04  1.5829100E-05  2.9657944E-04  2.4467074E-03  9.9721652E-07  5.4803405E-06  8.0437617E-04  6.4754161E-05  2.306E-09  0.4371  4.549797   -7.764  0.776763  7.589503  6.2713153E-01  3.6700137E-01  2.5490354E-05  6.9523452E-06  3.4758402E-03  8.4616317E-05  2.6091389E-07  2.9484670E-10  7.8948847E-04  2.3331475E-07  5.570E-06  5.993E-05  7.573E-05  9.565E-01  1.051E+00  6.74E+02  0.00E+00  2.44E+02  0.518391  0.062903  0.0000000E+00  3.2847466509E-01
 15  2.485571478170897E+06   19.963367  4.677553  4.549334  7.3802317E-01  2.5593410E-01  9.6112125E-04  1.6971008E-05  3.0227463E-04  2.4450235E-03  1.0068419E-06  5.4622304E-06  8.0437393E-04  6.4635711E-05  2.834E-09  0.4350  4.549334   -7.753  0.776859  7.590348  6.1882961E-01  3.7530349E-01  2.5576577E-05  6.9759443E-06  3.4778573E-03  8.2175823E-05  2.5182628E-07  2.7965237E-10  7.8844928E-04  2.4675335E-07  5.111E-06  5.941E-05  7.531E-05  9.561E-01  1.051E+00  6.71E+02  0.00E+00  2.43E+02  0.520139  0.063694  0.0000000E+00  3.2812075437E-01
 16  2.641688147155773E+06   19.960570  4.683124  4.548892  7.3800961E-01  2.5594747E-01  9.5548718E-04  1.8255996E-05  3.0934187E-04  2.4429135E-03  1.0184107E-06  5.4401233E-06  8.0437107E-04  6.4491282E-05  3.369E-09  0.4334  4.548892   -7.741  0.777007  7.591334  6.1052769E-01  3.8360523E-01  2.5650159E-05  6.9963206E-06  3.4780973E-03  8.1781297E-05  2.4884569E-07  2.8684829E-10  7.8740600E-04  2.7268812E-07  4.671E-06  5.871E-05  7.488E-05  9.561E-01  1.052E+00  6.68E+02  0.00E+00  2.42E+02  0.520611  0.064526  0.0000000E+00  3.2775236102E-01
 17  2.792470620599119E+06   19.957798  4.688591  4.548391  7.3799268E-01  2.5596414E-01  9.4900974E-04  1.9628675E-05  3.1764729E-04  2.4404078E-03  1.0315752E-06  5.4145286E-06  8.0436759E-04  6.4324604E-05  3.891E-09  0.4314  4.548391   -7.730  0.777133  7.592162  6.0222576E-01  3.9190734E-01  2.5737310E-05  7.0197579E-06  3.4792855E-03  8.0284062E-05  2.4291545E-07  2.6647627E-10  7.8635771E-04  2.8301411E-07  4.280E-06  5.835E-05  7.444E-05  9.555E-01  1.052E+00  6.66E+02  0.00E+00  2.44E+02  0.523872  0.065351  0.0000000E+00  3.2738406568E-01
 18  2.942529123487197E+06   19.954967  4.694076  4.547836  7.3797260E-01  2.5598400E-01  9.4192873E-04  2.1027521E-05  3.2691023E-04  2.4375815E-03  1.0458015E-06  5.3863596E-06  8.0436354E-04  6.4141985E-05  4.347E-09  0.4294  4.547836   -7.718  0.777212  7.593012  5.9392384E-01  4.0020916E-01  2.5820881E-05  7.0418757E-06  3.4796944E-03  7.9681492E-05  2.3956687E-07  2.5824479E-10  7.8530545E-04  3.0670653E-07  3.916E-06  5.754E-05  7.396E-05  9.555E-01  1.053E+00  6.63E+02  0.00E+00  2.42E+02  0.523633  0.066190  0.0000000E+00  3.2700493387E-01
 19  3.087901122458804E+06   19.952153  4.699481  4.547226  7.3794835E-01  2.5600785E-01  9.3416599E-04  2.2459717E-05  3.3725823E-04  2.4343849E-03  1.0611997E-06  5.3552707E-06  8.0435878E-04  6.3941517E-05  4.773E-09  0.4276  4.547226   -7.708  0.777276  7.593807  5.8562192E-01  4.0851118E-01  2.5984880E-05  7.0894963E-06  3.4807400E-03  7.8217359E-05  2.3110178E-07  2.6194958E-10  7.8424914E-04  3.2083936E-07  3.592E-06  5.724E-05  7.351E-05  9.548E-01  1.053E+00  6.60E+02  0.00E+00  2.43E+02  0.527509  0.067028  0.0000000E+00  3.2662491730E-01
 20  3.236984513955524E+06   19.949193  4.705085  4.546609  7.3791962E-01  2.5603633E-01  9.2578664E-04  2.3906204E-05  3.4863013E-04  2.4308242E-03  1.0775925E-06  5.3214868E-06  8.0435325E-04  6.3724943E-05  5.129E-09  0.4259  4.546609   -7.696  0.777398  7.594637  5.7732000E-01  4.1681285E-01  2.6062265E-05  7.1113030E-06  3.4799440E-03  7.8996386E-05  2.3195238E-07  2.6558826E-10  7.8318952E-04  3.5407838E-07  3.281E-06  5.660E-05  7.299E-05  9.545E-01  1.054E+00  6.57E+02  0.00E+00  2.42E+02  0.528931  0.067908  0.0000000E+00  3.2622161601E-01
 21  3.381382989689338E+06   19.946251  4.710601  4.546040  7.3788596E-01  2.5606963E-01  9.1695066E-04  2.5336736E-05  3.6082731E-04  2.4269496E-03  1.0946262E-06  5.2856247E-06  8.0434696E-04  6.3496424E-05  5.440E-09  0.4240  4.546040   -7.686  0.777638  7.595502  5.6901808E-01  4.2511472E-01  2.6070449E-05  7.1123888E-06  3.4804230E-03  7.8438476E-05  2.3021470E-07  2.6175368E-10  7.8212580E-04  3.6983275E-07  3.008E-06  5.619E-05  7.253E-05  9.540E-01  1.054E+00  6.54E+02  0.00E+00  2.43E+02  0.531934  0.068784  0.0000000E+00  3.2581696467E-01
 22  3.526346842212158E+06   19.943218  4.716339  4.545403  7.3784617E-01  2.5610903E-01  9.0756888E-04  2.6762377E-05  3.7399478E-04  2.4227011E-03  1.1124288E-06  5.2472895E-06  8.0433971E-04  6.3253636E-05  5.706E-09  0.4224  4.545403   -7.674  0.777870  7.596315  5.6071616E-01  4.3341644E-01  2.6154124E-05  7.1357112E-06  3.4801725E-03  7.8586114E-05  2.2867795E-07  2.6862175E-10  7.8105859E-04  3.9820528E-07  2.760E-06  5.557E-05  7.203E-05  9.537E-01  1.055E+00  6.51E+02  0.00E+00  2.43E+02  0.533474  0.069708  0.0000000E+00  3.2539621920E-01
 23  3.662380710258795E+06   19.940299  4.721669  4.544761  7.3780035E-01  2.5615445E-01  8.9789583E-04  2.8145846E-05  3.8778660E-04  2.4181798E-03  1.1304890E-06  5.2075015E-06  8.0433159E-04  6.3003112E-05  5.956E-09  0.4205  4.544761   -7.663  0.778078  7.597137  5.5241424E-01  4.4171856E-01  2.6264404E-05  7.1658517E-06  3.4818780E-03  7.6460552E-05  2.2071988E-07  2.5109894E-10  7.7998797E-04  3.9697157E-07  2.551E-06  5.508E-05  7.159E-05  9.532E-01  1.055E+00  6.48E+02  0.00E+00  2.43E+02  0.535765  0.070577  0.0000000E+00  3.2498765470E-01
 24  3.808395112134491E+06   19.937085  4.727509  4.544068  7.3774313E-01  2.5621123E-01  8.8710344E-04  2.9598644E-05  4.0341736E-04  2.4129680E-03  1.1502945E-06  5.1628070E-06  8.0432168E-04  6.2723290E-05  6.174E-09  0.4192  4.544068   -7.652  0.778186  7.597987  5.4411232E-01  4.5002012E-01  2.6428051E-05  7.2130714E-06  3.4799980E-03  7.8331444E-05  2.2236926E-07  2.5672992E-10  7.7891368E-04  4.3564474E-07  2.340E-06  5.446E-05  7.104E-05  9.529E-01  1.056E+00  6.45E+02  0.00E+00  2.43E+02  0.537590  0.071542  0.0000000E+00  3.2453384830E-01
 25  3.941476734605668E+06   19.934079  4.732882  4.543357  7.3768128E-01  2.5627262E-01  8.7672245E-04  3.0914374E-05  4.1868683E-04  2.4077866E-03  1.1690047E-06  5.1195188E-06  8.0431124E-04  6.2453724E-05  6.352E-09  0.4170  4.543357   -7.641  0.778417  7.598815  5.3581040E-01  4.5832212E-01  2.6529098E-05  7.2397621E-06  3.4818101E-03  7.6100509E-05  2.1453988E-07  2.4048337E-10  7.7783628E-04  4.3520701E-07  2.175E-06  5.397E-05  7.060E-05  9.524E-01  1.056E+00  6.42E+02  0.00E+00  2.43E+02  0.540077  0.072441  0.0000000E+00  3.2410517027E-01
 26  4.078823523788533E+06   19.930899  4.738433  4.542615  7.3760677E-01  2.5634663E-01  8.6556659E-04  3.2248883E-05  4.3534055E-04  2.4020361E-03  1.1887509E-06  5.0726847E-06  8.0429895E-04  6.2163471E-05  6.508E-09  0.4154  4.542615   -7.630  0.778696  7.599671  5.2750848E-01  4.6662392E-01  2.6602906E-05  7.2606437E-06  3.4817344E-03  7.6064401E-05  2.1304409E-07  2.4085720E-10  7.7675572E-04  4.6558154E-07  2.015E-06  5.317E-05  7.010E-05  9.524E-01  1.058E+00  6.39E+02  0.00E+00  2.41E+02  0.540145  0.073381  0.0000000E+00  3.2364774287E-01
 27  4.209074497851425E+06   19.927806  4.743932  4.541852  7.3752476E-01  2.5642814E-01  8.5460115E-04  3.3487002E-05  4.5195218E-04  2.3961970E-03  1.2078001E-06  5.0263341E-06  8.0428569E-04  6.1877463E-05  6.632E-09  0.4136  4.541852   -7.619  0.779066  7.600500  5.1920656E-01  4.7492584E-01  2.6681788E-05  7.2825300E-06  3.4829335E-03  7.4567264E-05  2.0752203E-07  2.3699581E-10  7.7567238E-04  4.7361761E-07  1.880E-06  5.270E-05  6.962E-05  9.518E-01  1.058E+00  6.35E+02  0.00E+00  2.42E+02  0.543052  0.074324  0.0000000E+00  3.2319876026E-01
 28  4.339193210909078E+06   19.924641  4.749345  4.541085  7.3743069E-01  2.5652173E-01  8.4335428E-04  3.4687314E-05  4.6923442E-04  2.3900141E-03  1.2269740E-06  4.9784721E-06  8.0427077E-04  6.1583237E-05  6.729E-09  0.4116  4.541085   -7.609  0.779382  7.601346  5.1090463E-01  4.8322759E-01  2.6754387E-05  7.3028736E-06  3.4833244E-03  7.4001536E-05  2.0462781E-07  2.3758215E-10  7.7458647E-04  5.0268923E-07  1.754E-06  5.221E-05  6.912E-05  9.513E-01  1.058E+00  6.33E+02  0.00E+00  2.42E+02  0.545600  0.075264  0.0000000E+00  3.2273502558E-01
 29  4.468904118691023E+06   19.921406  4.754876  4.540291  7.3732147E-01  2.5663053E-01  8.3167365E-04  3.5865002E-05  4.8744067E-04  2.3833828E-03  1.2465038E-06  4.9284225E-06  8.0425376E-04  6.1276570E-05  6.817E-09  0.4098  4.540291   -7.598  0.779775  7.602208  5.0260271E-01  4.9152947E-01  2.6837247E-05  7.3255320E-06  3.4835263E-03  7.3634865E-05  2.0228689E-07  2.3412079E-10  7.7349742E-04  5.1514921E-07  1.639E-06  5.168E-05  6.862E-05  9.508E-01  1.059E+00  6.29E+02  0.00E+00  2.42E+02  0.548034  0.076237  0.0000000E+00  3.2225677011E-01
 30  4.597702828252549E+06   19.918114  4.760451  4.539491  7.3719949E-01  2.5675211E-01  8.2000020E-04  3.6976643E-05  5.0589500E-04  2.3765394E-03  1.2656370E-06  4.8780576E-06  8.0423508E-04  6.0968815E-05  6.869E-09  0.4080  4.539491   -7.587  0.780185  7.603075  4.9430079E-01  4.9983121E-01  2.6909954E-05  7.3460586E-06  3.4833927E-03  7.3666591E-05  2.0104726E-07  2.3715373E-10  7.7240567E-04  5.4439353E-07  1.536E-06  5.098E-05  6.812E-05  9.506E-01  1.060E+00  6.26E+02  0.00E+00  2.41E+02  0.548864  0.077229  0.0000000E+00  3.2176539118E-01
 31  4.723567441861385E+06   19.914816  4.766010  4.538629  7.3706298E-01  2.5688812E-01  8.0828899E-04  3.8030098E-05  5.2466914E-04  2.3694525E-03  1.2844486E-06  4.8271814E-06  8.0421449E-04  6.0658607E-05  6.906E-09  0.4063  4.538629   -7.577  0.780642  7.603932  4.8599887E-01  5.0813303E-01  2.7041666E-05  7.3828951E-06  3.4837181E-03  7.3077616E-05  1.9714319E-07  2.3199757E-10  7.7131122E-04  5.5815097E-07  1.446E-06  5.054E-05  6.761E-05  9.499E-01  1.060E+00  6.23E+02  0.00E+00  2.42E+02  0.552252  0.078230  0.0000000E+00  3.2126850511E-01
 32  4.845477049477085E+06   19.911545  4.771461  4.537718  7.3692027E-01  2.5703043E-01  7.9723570E-04  3.8971300E-05  5.4262487E-04  2.3625588E-03  1.3018580E-06  4.7788466E-06  8.0419325E-04  6.0364343E-05  6.892E-09  0.4046  4.537718   -7.566  0.781186  7.604782  4.7769695E-01  5.1643493E-01  2.7129627E-05  7.4068422E-06  3.4844684E-03  7.2077326E-05  1.9317588E-07  2.2758596E-10  7.7021466E-04  5.6895100E-07  1.368E-06  4.975E-05  6.714E-05  9.499E-01  1.061E+00  6.20E+02  0.00E+00  2.40E+02  0.552396  0.079225  0.0000000E+00  3.2077069920E-01
 33  4.972975886400441E+06   19.908040  4.777222  4.536835  7.3674982E-01  2.5720048E-01  7.8532156E-04  3.9931008E-05  5.6223672E-04  2.3549011E-03  1.3202511E-06  4.7264018E-06  8.0416820E-04  6.0045370E-05  6.874E-09  0.4028  4.536835   -7.555  0.781685  7.605688  4.6939503E-01  5.2473647E-01  2.7199725E-05  7.4267490E-06  3.4834932E-03  7.3072662E-05  1.9456658E-07  2.3306626E-10  7.6911500E-04  6.0629541E-07  1.290E-06  4.918E-05  6.659E-05  9.494E-01  1.062E+00  6.16E+02  0.00E+00  2.40E+02  0.554563  0.080290  0.0000000E+00  3.2023226756E-01
 34  5.086587397220813E+06   19.904841  4.782431  4.535879  7.3657879E-01  2.5737121E-01  7.7449024E-04  4.0756543E-05  5.8029869E-04  2.3477313E-03  1.3366414E-06  4.6784121E-06  8.0414333E-04  5.9753610E-05  6.850E-09  0.4008  4.535879   -7.545  0.782391  7.606562  4.6109311E-01  5.3303849E-01  2.7304076E-05  7.4547338E-06  3.4853411E-03  7.0794327E-05  1.8718292E-07  2.2142934E-10  7.6801425E-04  5.9219731E-07  1.231E-06  4.857E-05  6.615E-05  9.491E-01  1.062E+00  6.13E+02  0.00E+00  2.39E+02  0.556274  0.081264  0.0000000E+00  3.1973589892E-01
 35  5.206770698818743E+06   19.901378  4.787965  4.534951  7.3636867E-01  2.5758093E-01  7.6241309E-04  4.1627369E-05  6.0069693E-04  2.3395022E-03  1.3545548E-06  4.6245566E-06  8.0411310E-04  5.9426139E-05  6.845E-09  0.3990  4.534951   -7.536  0.782998  7.607472  4.5279119E-01  5.4134021E-01  2.7381201E-05  7.4766780E-06  3.4850591E-03  7.0987494E-05  1.8644623E-07  2.2313161E-10  7.6691064E-04  6.1961630E-07  1.169E-06  4.813E-05  6.563E-05  9.484E-01  1.062E+00  6.10E+02  0.00E+00  2.40E+02  0.559645  0.082310  0.0000000E+00  3.1919383251E-01
 36  5.321240706215042E+06   19.898003  4.793408  4.533966  7.3615302E-01  2.5779618E-01  7.5113437E-04  4.2396316E-05  6.1998856E-04  2.3315952E-03  1.3709521E-06  4.5739382E-06  8.0408236E-04  5.9118141E-05  6.804E-09  0.3973  4.533966   -7.526  0.783803  7.608384  4.4448927E-01  5.4964203E-01  2.7478391E-05  7.5027688E-06  3.4857614E-03  7.0026942E-05  1.8262780E-07  2.1815175E-10  7.6580520E-04  6.2054079E-07  1.118E-06  4.758E-05  6.515E-05  9.479E-01  1.063E+00  6.07E+02  0.00E+00  2.40E+02  0.561983  0.083352  0.0000000E+00  3.1865999634E-01
 37  5.438973743078662E+06   19.894450  4.798967  4.532938  7.3591050E-01  2.5803830E-01  7.3957577E-04  4.3140461E-05  6.4000959E-04  2.3232596E-03  1.3874201E-06  4.5217293E-06  8.0404807E-04  5.8800084E-05  6.744E-09  0.3954  4.532938   -7.516  0.784453  7.609305  4.3618735E-01  5.5794375E-01  2.7602978E-05  7.5387342E-06  3.4852820E-03  7.0365864E-05  1.8136513E-07  2.1994028E-10  7.6469729E-04  6.4866256E-07  1.068E-06  4.699E-05  6.461E-05  9.474E-01  1.063E+00  6.04E+02  0.00E+00  2.40E+02  0.564178  0.084429  0.0000000E+00  3.1809257625E-01
 38  5.554505283200973E+06   19.890881  4.804584  4.531845  7.3565436E-01  2.5829424E-01  7.2842283E-04  4.3817791E-05  6.5957035E-04  2.3149898E-03  1.4029929E-06  4.4710297E-06  8.0401213E-04  5.8490700E-05  6.659E-09  0.3939  4.531845   -7.505  0.785305  7.610259  4.2788542E-01  5.6624539E-01  2.7703224E-05  7.5658619E-06  3.4851274E-03  7.0376872E-05  1.8002788E-07  2.1839900E-10  7.6358696E-04  6.5800753E-07  1.026E-06  4.629E-05  6.411E-05  9.472E-01  1.065E+00  6.00E+02  0.00E+00  2.39E+02  0.565389  0.085531  0.0000000E+00  3.1751633686E-01
 39  5.667276950009663E+06   19.887318  4.810061  4.530789  7.3538967E-01  2.5855863E-01  7.1785439E-04  4.4423256E-05  6.7833128E-04  2.3069407E-03  1.4174621E-06  4.4226869E-06  8.0397524E-04  5.8195082E-05  6.549E-09  0.3919  4.530789   -7.495  0.786103  7.611188  4.1958350E-01  5.7454720E-01  2.7775169E-05  7.5864304E-06  3.4851505E-03  7.0230757E-05  1.7857965E-07  2.1997326E-10  7.6247503E-04  6.7482885E-07  9.882E-07  4.570E-05  6.361E-05  9.468E-01  1.066E+00  5.97E+02  0.00E+00  2.38E+02  0.567515  0.086618  0.0000000E+00  3.1693485916E-01
 40  5.779387630566331E+06   19.883691  4.815629  4.529735  7.3510341E-01  2.5884464E-01  7.0732974E-04  4.4992034E-05  6.9723418E-04  2.2987160E-03  1.4315985E-06  4.3742523E-06  8.0393560E-04  5.7898176E-05  6.432E-09  0.3903  4.529735   -7.486  0.787032  7.612164  4.1128158E-01  5.8284892E-01  2.7879947E-05  7.6148281E-06  3.4853531E-03  6.9827046E-05  1.7610889E-07  2.1602899E-10  7.6136067E-04  6.6986337E-07  9.571E-07  4.528E-05  6.310E-05  9.459E-01  1.066E+00  5.94E+02  0.00E+00  2.39E+02  0.571322  0.087737  0.0000000E+00  3.1633731282E-01
