line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  9.096209961883813E+05   31.895701  5.146567  4.619001  7.3805620E-01  2.5590140E-01  9.7800844E-04  1.2079786E-05  2.8286196E-04  2.4505696E-03  9.7176438E-07  5.5265068E-06  8.0438106E-04  6.5046068E-05  4.617E-10  0.5499  4.619001   -6.897  0.612631  7.613558  6.6752140E-01  3.2660940E-01  2.7767396E-05  7.6010535E-06  3.4559835E-03  1.0347548E-04  2.5679321E-07  7.0626242E-10  7.9231296E-04  5.4940648E-07  1.185E-05  5.499E-05  6.411E-05  9.546E-01  1.056E+00  7.61E+02  0.00E+00  2.81E+02  0.528382  0.117389  0.0000000E+00  7.8713823202E-01
 10  1.012414584485352E+06   31.882491  5.151685  4.618452  7.3805498E-01  2.5590260E-01  9.7748411E-04  1.2263051E-05  2.8350500E-04  2.4503184E-03  9.7269124E-07  5.5242763E-06  8.0438071E-04  6.5028560E-05  9.329E-10  0.5478  4.618452   -6.886  0.612754  7.614248  6.5907961E-01  3.3505221E-01  2.7884870E-05  7.6324498E-06  3.4644588E-03  9.3617386E-05  2.3121512E-07  5.1542804E-10  7.9105014E-04  5.7730428E-07  1.130E-05  5.453E-05  6.365E-05  9.542E-01  1.057E+00  7.58E+02  0.00E+00  2.81E+02  0.530468  0.118830  0.0000000E+00  7.8463641042E-01
 11  1.113561907348413E+06   31.869150  5.156762  4.617871  7.3805270E-01  2.5590490E-01  9.7657762E-04  1.2555172E-05  2.8466133E-04  2.4498607E-03  9.7432052E-07  5.5203603E-06  8.0438005E-04  6.4997313E-05  1.704E-09  0.5457  4.617871   -6.874  0.612919  7.614945  6.5063782E-01  3.4349468E-01  2.8006639E-05  7.6668253E-06  3.4703275E-03  8.6722062E-05  2.1269800E-07  6.1698690E-10  7.8978794E-04  5.9713741E-07  1.072E-05  5.384E-05  6.322E-05  9.542E-01  1.058E+00  7.54E+02  0.00E+00  2.80E+02  0.530671  0.120277  0.0000000E+00  7.8209155737E-01
 12  1.219900066051175E+06   31.854723  5.162704  4.616851  7.3804870E-01  2.5590892E-01  9.7512376E-04  1.2991320E-05  2.8658020E-04  2.4490896E-03  9.7694170E-07  5.5140175E-06  8.0437892E-04  6.4946041E-05  2.862E-09  0.5440  4.616851   -6.861  0.613993  7.614499  6.4219603E-01  3.5193647E-01  2.8048068E-05  7.6787210E-06  3.4711932E-03  8.5664631E-05  2.0932090E-07  6.9353285E-10  7.8853463E-04  6.3487141E-07  1.005E-05  5.329E-05  6.249E-05  9.535E-01  1.058E+00  7.50E+02  0.00E+00  2.80E+02  0.534066  0.121989  0.0000000E+00  7.7931627512E-01
 13  1.321694266108116E+06   31.840527  5.167767  4.616225  7.3804300E-01  2.5591470E-01  9.7324057E-04  1.3521778E-05  2.8914336E-04  2.4480411E-03  9.8030778E-07  5.5057512E-06  8.0437733E-04  6.4878528E-05  4.257E-09  0.5421  4.616225   -6.850  0.614313  7.615244  6.3375425E-01  3.6037855E-01  2.8127090E-05  7.6992013E-06  3.4752106E-03  8.0953745E-05  1.9715880E-07  4.3733521E-10  7.8727983E-04  6.1249482E-07  9.438E-06  5.282E-05  6.207E-05  9.531E-01  1.058E+00  7.47E+02  0.00E+00  2.80E+02  0.536194  0.123474  0.0000000E+00  7.7655780357E-01
 14  1.424397974621452E+06   31.825831  5.172876  4.615590  7.3803455E-01  2.5592318E-01  9.7076957E-04  1.4182613E-05  2.9259701E-04  2.4466025E-03  9.8465205E-07  5.4948662E-06  8.0437507E-04  6.4788928E-05  5.971E-09  0.5400  4.615590   -6.839  0.614608  7.615982  6.2531246E-01  3.6882042E-01  2.8220316E-05  7.7262369E-06  3.4765442E-03  7.9276173E-05  1.9157960E-07  6.0916942E-10  7.8602589E-04  6.5224150E-07  8.816E-06  5.223E-05  6.160E-05  9.529E-01  1.059E+00  7.43E+02  0.00E+00  2.79E+02  0.537339  0.124992  0.0000000E+00  7.7368242192E-01
 15  1.525140876933367E+06   31.811031  5.178049  4.614932  7.3802260E-01  2.5593520E-01  9.6772293E-04  1.4955367E-05  2.9697793E-04  2.4447370E-03  9.8986888E-07  5.4814102E-06  8.0437200E-04  6.4677337E-05  7.985E-09  0.5383  4.614932   -6.827  0.615019  7.616748  6.1687067E-01  3.7726233E-01  2.8299785E-05  7.7480469E-06  3.4780979E-03  7.7372309E-05  1.8598730E-07  5.6326429E-10  7.8477057E-04  6.6322588E-07  8.229E-06  5.163E-05  6.114E-05  9.527E-01  1.060E+00  7.40E+02  0.00E+00  2.78E+02  0.538471  0.126548  0.0000000E+00  7.7076335026E-01
 16  1.625569382033895E+06   31.795889  5.183177  4.614270  7.3800552E-01  2.5595232E-01  9.6396443E-04  1.5863059E-05  3.0253301E-04  2.4423168E-03  9.9609490E-07  5.4647789E-06  8.0436777E-04  6.4538518E-05  1.038E-08  0.5362  4.614270   -6.816  0.615389  7.617515  6.0842888E-01  3.8570402E-01  2.8388930E-05  7.7731695E-06  3.4787929E-03  7.6430832E-05  1.8228510E-07  5.7744319E-10  7.8351494E-04  6.8949285E-07  7.664E-06  5.114E-05  6.067E-05  9.523E-01  1.060E+00  7.36E+02  0.00E+00  2.79E+02  0.540369  0.128111  0.0000000E+00  7.6775359148E-01
 17  1.723856821003960E+06   31.780673  5.188365  4.613536  7.3798110E-01  2.5597680E-01  9.5939636E-04  1.6913167E-05  3.0948063E-04  2.4392138E-03  1.0033518E-06  5.4445320E-06  8.0436200E-04  6.4368477E-05  1.323E-08  0.5346  4.613536   -6.805  0.615809  7.618276  5.9998709E-01  3.9414581E-01  2.8516729E-05  7.8096698E-06  3.4799298E-03  7.4920752E-05  1.7671095E-07  5.1792428E-10  7.8225794E-04  6.9432410E-07  7.143E-06  5.046E-05  6.021E-05  9.522E-01  1.061E+00  7.33E+02  0.00E+00  2.77E+02  0.540772  0.129710  0.0000000E+00  7.6470417165E-01
 18  1.823752565910442E+06   31.764795  5.193617  4.612894  7.3794932E-01  2.5600868E-01  9.5431586E-04  1.8028169E-05  3.1742270E-04  2.4355795E-03  1.0110543E-06  5.4219797E-06  8.0435476E-04  6.4178021E-05  1.623E-08  0.5328  4.612894   -6.793  0.616321  7.619094  5.9154531E-01  4.0258739E-01  2.8560045E-05  7.8208839E-06  3.4795396E-03  7.5293724E-05  1.7728841E-07  5.6453622E-10  7.8100140E-04  7.2626397E-07  6.635E-06  5.019E-05  5.971E-05  9.514E-01  1.061E+00  7.30E+02  0.00E+00  2.79E+02  0.544904  0.131352  0.0000000E+00  7.6149652706E-01
 19  1.919187116648106E+06   31.749219  5.198748  4.612085  7.3790719E-01  2.5605091E-01  9.4860525E-04  1.9224237E-05  3.2660315E-04  2.4312729E-03  1.0192548E-06  5.3965887E-06  8.0434553E-04  6.3962425E-05  1.955E-08  0.5311  4.612085   -6.782  0.616866  7.619886  5.8310352E-01  4.1102918E-01  2.8650010E-05  7.8453832E-06  3.4811267E-03  7.3334540E-05  1.7173137E-07  4.7268367E-10  7.7974254E-04  7.1658008E-07  6.189E-06  4.938E-05  5.927E-05  9.515E-01  1.062E+00  7.26E+02  0.00E+00  2.77E+02  0.544312  0.132975  0.0000000E+00  7.5832260831E-01
 20  2.016138943945185E+06   31.732979  5.203963  4.611288  7.3785360E-01  2.5610464E-01  9.4238652E-04  2.0470563E-05  3.3686774E-04  2.4263450E-03  1.0276866E-06  5.3688903E-06  8.0433418E-04  6.3726062E-05  2.297E-08  0.5293  4.611288   -6.770  0.617337  7.620710  5.7466173E-01  4.1947077E-01  2.8737757E-05  7.8702573E-06  3.4810848E-03  7.3235417E-05  1.7022685E-07  5.1116005E-10  7.7848428E-04  7.4385521E-07  5.757E-06  4.900E-05  5.877E-05  9.509E-01  1.063E+00  7.22E+02  0.00E+00  2.77E+02  0.547605  0.134646  0.0000000E+00  7.5498460248E-01
 21  2.109671333813367E+06   31.716895  5.209138  4.610506  7.3778559E-01  2.5617277E-01  9.3561803E-04  2.1768156E-05  3.4833829E-04  2.4207110E-03  1.0362948E-06  5.3386833E-06  8.0432020E-04  6.3467021E-05  2.663E-08  0.5277  4.610506   -6.759  0.617547  7.621755  5.6621994E-01  4.2791256E-01  2.8830860E-05  7.8956514E-06  3.4822499E-03  7.1752215E-05  1.6583243E-07  4.2790404E-10  7.7722440E-04  7.3918886E-07  5.373E-06  4.843E-05  5.833E-05  9.506E-01  1.064E+00  7.19E+02  0.00E+00  2.77E+02  0.549102  0.136324  0.0000000E+00  7.5164921981E-01
 22  2.204456867868766E+06   31.700166  5.214356  4.609678  7.3769820E-01  2.5626038E-01  9.2809977E-04  2.3148803E-05  3.6140339E-04  2.4141559E-03  1.0452309E-06  5.3050575E-06  8.0430272E-04  6.3177314E-05  3.055E-08  0.5259  4.609678   -6.747  0.618584  7.622331  5.5777816E-01  4.3635414E-01  2.8918092E-05  7.9205670E-06  3.4820608E-03  7.1821536E-05  1.6471675E-07  4.9340618E-10  7.7596500E-04  7.6660239E-07  5.005E-06  4.782E-05  5.781E-05  9.503E-01  1.064E+00  7.15E+02  0.00E+00  2.76E+02  0.550264  0.138037  0.0000000E+00  7.4815319205E-01
 23  2.296360931281418E+06   31.683513  5.219524  4.608900  7.3759825E-01  2.5636055E-01  9.2062362E-04  2.4464514E-05  3.7471473E-04  2.4073417E-03  1.0534953E-06  5.2715405E-06  8.0428321E-04  6.2887234E-05  3.415E-08  0.5241  4.608900   -6.737  0.619268  7.623165  5.4933637E-01  4.4479593E-01  2.9005578E-05  7.9434932E-06  3.4829176E-03  7.0700331E-05  1.6141001E-07  3.0331593E-10  7.7470443E-04  7.6121438E-07  4.677E-06  4.739E-05  5.734E-05  9.498E-01  1.064E+00  7.12E+02  0.00E+00  2.76E+02  0.552903  0.139756  0.0000000E+00  7.4464354652E-01
 24  2.388693971965436E+06   31.666342  5.224767  4.608041  7.3747686E-01  2.5648210E-01  9.1268806E-04  2.5803045E-05  3.8918047E-04  2.3997946E-03  1.0616108E-06  5.2358712E-06  8.0426002E-04  6.2577159E-05  3.778E-08  0.5226  4.608041   -6.725  0.619938  7.624005  5.4089458E-01  4.5323752E-01  2.9100651E-05  7.9714667E-06  3.4828425E-03  7.0625586E-05  1.5979806E-07  4.6759151E-10  7.7344413E-04  7.8610912E-07  4.368E-06  4.681E-05  5.683E-05  9.495E-01  1.065E+00  7.08E+02  0.00E+00  2.76E+02  0.554359  0.141520  0.0000000E+00  7.4099631934E-01
 25  2.479945876637114E+06   31.648918  5.230036  4.607172  7.3732841E-01  2.5663079E-01  9.0415849E-04  2.7182308E-05  4.0508508E-04  2.3913480E-03  1.0696392E-06  5.1974238E-06  8.0423222E-04  6.2241495E-05  4.155E-08  0.5209  4.607172   -6.713  0.620681  7.624863  5.3245279E-01  4.6167916E-01  2.9190644E-05  7.9963503E-06  3.4830678E-03  7.0218753E-05  1.5790813E-07  4.1839550E-10  7.7218314E-04  7.8833157E-07  4.086E-06  4.623E-05  5.633E-05  9.492E-01  1.066E+00  7.04E+02  0.00E+00  2.75E+02  0.556106  0.143314  0.0000000E+00  7.3726344807E-01
 26  2.569333694691577E+06   31.631402  5.235237  4.606273  7.3715788E-01  2.5680162E-01  8.9549928E-04  2.8524550E-05  4.2158819E-04  2.3824359E-03  1.0770964E-06  5.1582737E-06  8.0420081E-04  6.1898248E-05  4.512E-08  0.5193  4.606273   -6.703  0.621447  7.625720  5.2401100E-01  4.7012080E-01  2.9286004E-05  8.0231406E-06  3.4834474E-03  6.9626553E-05  1.5541668E-07  4.3940757E-10  7.7092171E-04  8.0238936E-07  3.832E-06  4.581E-05  5.582E-05  9.485E-01  1.066E+00  7.01E+02  0.00E+00  2.75E+02  0.558936  0.145106  0.0000000E+00  7.3347985769E-01
 27  2.659557924175854E+06   31.613253  5.240522  4.605205  7.3695439E-01  2.5700551E-01  8.8633564E-04  2.9885385E-05  4.3942785E-04  2.3726485E-03  1.0842637E-06  5.1167070E-06  8.0416392E-04  6.1532291E-05  4.868E-08  0.5181  4.605205   -6.691  0.622253  7.626591  5.1556922E-01  4.7856246E-01  2.9421778E-05  8.0600893E-06  3.4831871E-03  6.9698132E-05  1.5423727E-07  3.6298021E-10  7.6966029E-04  8.1468089E-07  3.593E-06  4.508E-05  5.531E-05  9.484E-01  1.067E+00  6.97E+02  0.00E+00  2.74E+02  0.559769  0.146950  0.0000000E+00  7.2952319018E-01
 28  2.745851817145837E+06   31.595440  5.245694  4.604240  7.3673845E-01  2.5722176E-01  8.7764765E-04  3.1122593E-05  4.5668130E-04  2.3630457E-03  1.0904089E-06  5.0771647E-06  8.0412531E-04  6.1182764E-05  5.165E-08  0.5160  4.604240   -6.680  0.623010  7.627434  5.0712743E-01  4.8700417E-01  2.9585159E-05  8.1073546E-06  3.4839303E-03  6.8576610E-05  1.4959661E-07  3.9136539E-10  7.6839786E-04  8.1868043E-07  3.384E-06  4.467E-05  5.482E-05  9.478E-01  1.067E+00  6.93E+02  0.00E+00  2.74E+02  0.562609  0.148775  0.0000000E+00  7.2560528393E-01
 29  2.834031776108005E+06   31.576763  5.250990  4.603246  7.3649095E-01  2.5746965E-01  8.6868974E-04  3.2346675E-05  4.7480645E-04  2.3528239E-03  1.0961098E-06  5.0362515E-06  8.0408161E-04  6.0819731E-05  5.435E-08  0.5145  4.603246   -6.668  0.623961  7.628364  4.9868564E-01  4.9544576E-01  2.9579357E-05  8.1053062E-06  3.4837994E-03  6.8735333E-05  1.5013798E-07  4.1590205E-10  7.6713593E-04  8.3745320E-07  3.182E-06  4.391E-05  5.431E-05  9.479E-01  1.069E+00  6.89E+02  0.00E+00  2.72E+02  0.562364  0.150669  0.0000000E+00  7.2146300691E-01
 30  2.919317163729998E+06   31.558227  5.256237  4.602235  7.3621840E-01  2.5774260E-01  8.5978917E-04  3.3512969E-05  4.9314478E-04  2.3423525E-03  1.1011593E-06  4.9954499E-06  8.0403402E-04  6.0456310E-05  5.681E-08  0.5129  4.602235   -6.657  0.624937  7.629266  4.9024385E-01  5.0388743E-01  2.9678124E-05  8.1325461E-06  3.4842881E-03  6.8013505E-05  1.4756694E-07  3.8054994E-10  7.6587317E-04  8.4084141E-07  3.006E-06  4.332E-05  5.380E-05  9.476E-01  1.069E+00  6.85E+02  0.00E+00  2.71E+02  0.563734  0.152566  0.0000000E+00  7.1731658003E-01
 31  3.004479358808880E+06   31.539235  5.261467  4.601251  7.3590345E-01  2.5805795E-01  8.5046595E-04  3.4684353E-05  5.1268879E-04  2.3310629E-03  1.1058327E-06  4.9525473E-06  8.0397959E-04  6.0072744E-05  5.925E-08  0.5113  4.601251   -6.646  0.625878  7.630177  4.8180206E-01  5.1232904E-01  2.9775828E-05  8.1602049E-06  3.4843704E-03  6.7756178E-05  1.4593195E-07  4.0366606E-10  7.6461044E-04  8.5526678E-07  2.840E-06  4.271E-05  5.328E-05  9.474E-01  1.070E+00  6.82E+02  0.00E+00  2.71E+02  0.564759  0.154479  0.0000000E+00  7.1303525728E-01
 32  3.089343315919240E+06   31.519817  5.266785  4.600153  7.3554999E-01  2.5841201E-01  8.4096132E-04  3.5828030E-05  5.3295244E-04  2.3192277E-03  1.1099834E-06  4.9086324E-06  8.0391906E-04  5.9678651E-05  6.148E-08  0.5098  4.600153   -6.635  0.626844  7.631087  4.7336028E-01  5.2077072E-01  2.9954949E-05  8.2098263E-06  3.4842405E-03  6.7606161E-05  1.4387680E-07  3.7871866E-10  7.6334752E-04  8.6640728E-07  2.689E-06  4.227E-05  5.274E-05  9.466E-01  1.070E+00  6.78E+02  0.00E+00  2.71E+02  0.568097  0.156447  0.0000000E+00  7.0862216168E-01
 33  3.171815312887304E+06   31.500457  5.272020  4.599118  7.3517602E-01  2.5878638E-01  8.3178473E-04  3.6885818E-05  5.5283107E-04  2.3074988E-03  1.1134328E-06  4.8660582E-06  8.0385556E-04  5.9295187E-05  6.326E-08  0.5081  4.599118   -6.624  0.627955  7.632033  4.6491849E-01  5.2921231E-01  2.9987036E-05  8.2193001E-06  3.4847571E-03  6.6962588E-05  1.4203314E-07  3.8464668E-10  7.6208415E-04  8.7639755E-07  2.554E-06  4.174E-05  5.222E-05  9.462E-01  1.070E+00  6.74E+02  0.00E+00  2.71E+02  0.569895  0.158407  0.0000000E+00  7.0418388849E-01
 34  3.256171971481021E+06   31.480141  5.277414  4.597989  7.3475695E-01  2.5920596E-01  8.2237396E-04  3.7924136E-05  5.7353392E-04  2.2951653E-03  1.1164185E-06  4.8222106E-06  8.0378497E-04  5.8898801E-05  6.480E-08  0.5067  4.597989   -6.613  0.629028  7.632990  4.5647670E-01  5.3765390E-01  3.0084732E-05  8.2469591E-06  3.4842787E-03  6.7344527E-05  1.4182240E-07  4.0386779E-10  7.6082112E-04  8.9824740E-07  2.425E-06  4.119E-05  5.166E-05  9.458E-01  1.071E+00  6.70E+02  0.00E+00  2.70E+02  0.572099  0.160452  0.0000000E+00  6.9948503301E-01
 35  3.336782377327438E+06   31.460221  5.282706  4.596791  7.3431847E-01  2.5964501E-01  8.1333519E-04  3.8878084E-05  5.9371583E-04  2.2830328E-03  1.1187789E-06  4.7799110E-06  8.0371162E-04  5.8515009E-05  6.601E-08  0.5052  4.596791   -6.602  0.630233  7.633948  4.4803491E-01  5.4609559E-01  3.0190436E-05  8.2761492E-06  3.4848433E-03  6.6524555E-05  1.3916525E-07  3.6468406E-10  7.5955715E-04  8.9870189E-07  2.313E-06  4.054E-05  5.114E-05  9.456E-01  1.071E+00  6.66E+02  0.00E+00  2.70E+02  0.573091  0.162480  0.0000000E+00  6.9483848547E-01
 36  3.417547860928683E+06   31.439758  5.287934  4.595467  7.3382622E-01  2.6013785E-01  8.0398318E-04  3.9822206E-05  6.1489333E-04  2.2701941E-03  1.1207270E-06  4.7359512E-06  8.0362981E-04  5.8114716E-05  6.715E-08  0.5035  4.595467   -6.591  0.631271  7.634877  4.3959313E-01  5.5453727E-01  3.0408232E-05  8.3382472E-06  3.4847397E-03  6.6278316E-05  1.3626216E-07  3.6933004E-10  7.5829342E-04  9.1811644E-07  2.208E-06  3.979E-05  5.060E-05  9.456E-01  1.073E+00  6.62E+02  0.00E+00  2.68E+02  0.573024  0.164508  0.0000000E+00  6.9002430699E-01
 37  3.498232474443033E+06   31.418791  5.293348  4.594288  7.3330786E-01  2.6065674E-01  7.9488930E-04  4.0699426E-05  6.3577001E-04  2.2574357E-03  1.1221586E-06  4.6930094E-06  8.0354417E-04  5.7722277E-05  6.788E-08  0.5022  4.594288   -6.579  0.632631  7.635902  4.3115134E-01  5.6297886E-01  3.0409830E-05  8.3379251E-06  3.4848482E-03  6.6152175E-05  1.3618603E-07  3.7129598E-10  7.5702953E-04  9.2977838E-07  2.112E-06  3.917E-05  5.006E-05  9.454E-01  1.074E+00  6.58E+02  0.00E+00  2.67E+02  0.574116  0.166633  0.0000000E+00  6.8505042242E-01
 38  3.576536756569893E+06   31.397923  5.298603  4.592993  7.3275992E-01  2.6120529E-01  7.8599315E-04  4.1518491E-05  6.5646568E-04  2.2446910E-03  1.1231241E-06  4.6508048E-06  8.0345414E-04  5.7335168E-05  6.841E-08  0.5006  4.592993   -6.569  0.633936  7.636896  4.2270955E-01  5.7142055E-01  3.0517457E-05  8.3679895E-06  3.4851879E-03  6.5584908E-05  1.3408693E-07  3.6669651E-10  7.5576523E-04  9.4019329E-07  2.027E-06  3.850E-05  4.953E-05  9.452E-01  1.074E+00  6.54E+02  0.00E+00  2.65E+02  0.574712  0.168720  0.0000000E+00  6.8005864836E-01
 39  3.656826432466322E+06   31.375987  5.304081  4.591610  7.3215252E-01  2.6181335E-01  7.7683798E-04  4.2322684E-05  6.7803579E-04  2.2313122E-03  1.1236947E-06  4.6071672E-06  8.0335485E-04  5.6933472E-05  6.875E-08  0.4993  4.591610   -6.558  0.635205  7.637905  4.1426776E-01  5.7986211E-01  3.0644225E-05  8.4045467E-06  3.4846938E-03  6.5935758E-05  1.3332858E-07  3.8584054E-10  7.5450133E-04  9.6596663E-07  1.944E-06  3.793E-05  4.894E-05  9.448E-01  1.075E+00  6.49E+02  0.00E+00  2.65E+02  0.576958  0.170922  0.0000000E+00  6.7476449098E-01
 40  3.733634890386812E+06   31.354466  5.309438  4.590281  7.3151374E-01  2.6245283E-01  7.6788768E-04  4.3071520E-05  6.9938700E-04  2.2179774E-03  1.1238519E-06  4.5643001E-06  8.0325091E-04  5.6537421E-05  6.901E-08  0.4979  4.590281   -6.548  0.636694  7.638942  4.0582597E-01  5.8830380E-01  3.0745709E-05  8.4319106E-06  3.4851785E-03  6.5214229E-05  1.3130916E-07  3.4262811E-10  7.5323659E-04  9.6807954E-07  1.874E-06  3.746E-05  4.839E-05  9.441E-01  1.074E+00  6.45E+02  0.00E+00  2.64E+02  0.580012  0.173099  0.0000000E+00  6.6952223879E-01
