line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  1.176718185757685E+06   24.952242  4.892313  4.585710  7.3805560E-01  2.5590200E-01  9.7766059E-04  1.2222429E-05  2.8321209E-04  2.4504618E-03  9.7249987E-07  5.5252306E-06  8.0438094E-04  6.5036558E-05  5.344E-10  0.4953  4.585710   -7.347  0.695801  7.598846  6.6817159E-01  3.2595841E-01  2.6288005E-05  7.1828888E-06  3.4521328E-03  1.1031433E-04  3.0999300E-07  5.0126985E-10  7.9354534E-04  3.0850444E-07  1.000E-05  5.805E-05  7.046E-05  9.574E-01  1.052E+00  7.21E+02  0.00E+00  2.58E+02  0.513082  0.083560  0.0000000E+00  4.9824114614E-01
 10  1.308992999169535E+06   24.946224  4.897626  4.585239  7.3805380E-01  2.5590376E-01  9.7682003E-04  1.2518388E-05  2.8419397E-04  2.4501088E-03  9.7415141E-07  5.5218194E-06  8.0438047E-04  6.5010043E-05  1.004E-09  0.4933  4.585239   -7.337  0.695617  7.599684  6.5981289E-01  3.3431851E-01  2.6429916E-05  7.2213639E-06  3.4623629E-03  9.8418893E-05  2.7510509E-07  3.9674025E-10  7.9241174E-04  3.1434866E-07  9.444E-06  5.760E-05  7.004E-05  9.570E-01  1.051E+00  7.18E+02  0.00E+00  2.58E+02  0.515267  0.084608  0.0000000E+00  4.9733144384E-01
 11  1.441472451416151E+06   24.940036  4.902939  4.584736  7.3805080E-01  2.5590680E-01  9.7548020E-04  1.2953761E-05  2.8581655E-04  2.4495221E-03  9.7682301E-07  5.5163137E-06  8.0437969E-04  6.4966804E-05  1.668E-09  0.4912  4.584736   -7.325  0.695524  7.600455  6.5145419E-01  3.4267791E-01  2.6535272E-05  7.2508219E-06  3.4676670E-03  9.2198207E-05  2.5580747E-07  4.3472174E-10  7.9127784E-04  3.6321757E-07  8.836E-06  5.695E-05  6.957E-05  9.569E-01  1.052E+00  7.15E+02  0.00E+00  2.57E+02  0.515953  0.085671  0.0000000E+00  4.9638922021E-01
 12  1.570439752651521E+06   24.933853  4.908261  4.584240  7.3804610E-01  2.5591150E-01  9.7351317E-04  1.3548507E-05  2.8826843E-04  2.4486325E-03  9.8076052E-07  5.5081718E-06  8.0437849E-04  6.4902554E-05  2.532E-09  0.4892  4.584240   -7.314  0.695561  7.601240  6.4309549E-01  3.5103714E-01  2.6641018E-05  7.2791241E-06  3.4723789E-03  8.6652786E-05  2.3942513E-07  3.1022366E-10  7.9014090E-04  3.6616641E-07  8.248E-06  5.663E-05  6.915E-05  9.563E-01  1.052E+00  7.12E+02  0.00E+00  2.58E+02  0.519303  0.086748  0.0000000E+00  4.9543991600E-01
 13  1.698171641414246E+06   24.927569  4.913541  4.583705  7.3803965E-01  2.5591805E-01  9.7091689E-04  1.4282685E-05  2.9158506E-04  2.4474258E-03  9.8593740E-07  5.4973804E-06  8.0437684E-04  6.4817316E-05  3.523E-09  0.4871  4.583705   -7.302  0.695620  7.602024  6.3473679E-01  3.5939604E-01  2.6726108E-05  7.3032117E-06  3.4751489E-03  8.3353960E-05  2.2848170E-07  3.7926450E-10  7.8900183E-04  4.0502102E-07  7.663E-06  5.585E-05  6.872E-05  9.564E-01  1.053E+00  7.09E+02  0.00E+00  2.56E+02  0.518952  0.087831  0.0000000E+00  4.9446776739E-01
 14  1.825008540281719E+06   24.921161  4.918929  4.583223  7.3803081E-01  2.5592679E-01  9.6762692E-04  1.5155858E-05  2.9588078E-04  2.4458576E-03  9.9243317E-07  5.4836723E-06  8.0437465E-04  6.4709233E-05  4.616E-09  0.4853  4.583223   -7.291  0.695778  7.602919  6.2637808E-01  3.6775492E-01  2.6822116E-05  7.3298424E-06  3.4766900E-03  8.1438511E-05  2.2145191E-07  3.5095284E-10  7.8785950E-04  4.2631245E-07  7.097E-06  5.533E-05  6.828E-05  9.561E-01  1.054E+00  7.06E+02  0.00E+00  2.56E+02  0.520515  0.088950  0.0000000E+00  4.9346858722E-01
 15  1.949458630365370E+06   24.914706  4.924295  4.582701  7.3801938E-01  2.5593822E-01  9.6366536E-04  1.6145373E-05  3.0115906E-04  2.4439216E-03  1.0001420E-06  5.4671409E-06  8.0437188E-04  6.4579350E-05  5.764E-09  0.4834  4.582701   -7.280  0.695830  7.603771  6.1801938E-01  3.7611372E-01  2.7000232E-05  7.3801052E-06  3.4777294E-03  7.9958079E-05  2.1405719E-07  3.4971555E-10  7.8671331E-04  4.6109113E-07  6.565E-06  5.511E-05  6.783E-05  9.553E-01  1.054E+00  7.03E+02  0.00E+00  2.58E+02  0.524763  0.090079  0.0000000E+00  4.9245394969E-01
 16  2.071911634783297E+06   24.908187  4.929682  4.582134  7.3800491E-01  2.5595259E-01  9.5905963E-04  1.7230710E-05  3.0741440E-04  2.4416123E-03  1.0089416E-06  5.4478993E-06  8.0436846E-04  6.4428875E-05  6.933E-09  0.4817  4.582134   -7.268  0.696028  7.604631  6.0966068E-01  3.8447237E-01  2.7083997E-05  7.4032640E-06  3.4789321E-03  7.8448329E-05  2.0890831E-07  3.1518740E-10  7.8556362E-04  4.7451543E-07  6.070E-06  5.446E-05  6.741E-05  9.552E-01  1.055E+00  7.00E+02  0.00E+00  2.57E+02  0.525513  0.091226  0.0000000E+00  4.9142022464E-01
 17  2.191684255479130E+06   24.901641  4.935029  4.581551  7.3798667E-01  2.5597083E-01  9.5376543E-04  1.8409921E-05  3.1473956E-04  2.4388854E-03  1.0188404E-06  5.4257574E-06  8.0436426E-04  6.4256632E-05  8.135E-09  0.4795  4.581551   -7.257  0.696181  7.605463  6.0130198E-01  3.9283112E-01  2.7168736E-05  7.4261827E-06  3.4801494E-03  7.6920959E-05  2.0355587E-07  2.8768849E-10  7.8441078E-04  4.9841660E-07  5.612E-06  5.390E-05  6.696E-05  9.549E-01  1.055E+00  6.97E+02  0.00E+00  2.56E+02  0.527009  0.092379  0.0000000E+00  4.9037389559E-01
 18  2.314983203496045E+06   24.894721  4.940567  4.580953  7.3796146E-01  2.5599596E-01  9.4719948E-04  1.9791738E-05  3.2399750E-04  2.4354022E-03  1.0308082E-06  5.3982619E-06  8.0435866E-04  6.4043986E-05  9.515E-09  0.4781  4.580953   -7.245  0.696400  7.606301  5.9294328E-01  4.0118942E-01  2.7229436E-05  7.4440154E-06  3.4787642E-03  7.8398789E-05  2.0579210E-07  3.8213371E-10  7.8325573E-04  5.4766319E-07  5.161E-06  5.330E-05  6.649E-05  9.547E-01  1.056E+00  6.93E+02  0.00E+00  2.55E+02  0.528201  0.093589  0.0000000E+00  4.8925839160E-01
 19  2.433488635895059E+06   24.887887  4.946002  4.580343  7.3793129E-01  2.5602601E-01  9.4023604E-04  2.1176996E-05  3.3400388E-04  2.4315898E-03  1.0431401E-06  5.3690572E-06  8.0435220E-04  6.3819481E-05  1.081E-08  0.4764  4.580343   -7.233  0.696638  7.607161  5.8458458E-01  4.0954812E-01  2.7316586E-05  7.4673654E-06  3.4794270E-03  7.7499533E-05  2.0256932E-07  2.8917519E-10  7.8209703E-04  5.4869693E-07  4.769E-06  5.290E-05  6.605E-05  9.541E-01  1.057E+00  6.90E+02  0.00E+00  2.56E+02  0.531240  0.094792  0.0000000E+00  4.8814663413E-01
 20  2.546651303450715E+06   24.881192  4.951251  4.579661  7.3789617E-01  2.5606103E-01  9.3303067E-04  2.2536574E-05  3.4454658E-04  2.4275183E-03  1.0555206E-06  5.3387843E-06  8.0434490E-04  6.3588095E-05  1.200E-08  0.4743  4.579661   -7.222  0.696893  7.607939  5.7622588E-01  4.1790690E-01  2.7398949E-05  7.4903477E-06  3.4812729E-03  7.5258528E-05  1.9537391E-07  3.0083026E-10  7.8093544E-04  5.6096305E-07  4.423E-06  5.222E-05  6.562E-05  9.540E-01  1.057E+00  6.87E+02  0.00E+00  2.55E+02  0.531678  0.095969  0.0000000E+00  4.8704839349E-01
 21  2.661413199793466E+06   24.874225  4.956685  4.578999  7.3785173E-01  2.5610537E-01  9.2495810E-04  2.3983600E-05  3.5656981E-04  2.4228069E-03  1.0689511E-06  5.3047974E-06  8.0433596E-04  6.3329747E-05  1.324E-08  0.4727  4.578999   -7.211  0.697177  7.608778  5.6786718E-01  4.2626552E-01  2.7477469E-05  7.5121499E-06  3.4815646E-03  7.4795891E-05  1.9298567E-07  2.9675267E-10  7.7977230E-04  5.8155364E-07  4.091E-06  5.175E-05  6.515E-05  9.535E-01  1.058E+00  6.84E+02  0.00E+00  2.56E+02  0.534078  0.097202  0.0000000E+00  4.8589642434E-01
 22  2.773016963257244E+06   24.867272  4.962011  4.578317  7.3779998E-01  2.5615698E-01  9.1666605E-04  2.5396564E-05  3.6914050E-04  2.4178043E-03  1.0822786E-06  5.2698022E-06  8.0432586E-04  6.3065129E-05  1.437E-08  0.4708  4.578317   -7.200  0.697486  7.609585  5.5950847E-01  4.3462413E-01  2.7557452E-05  7.5342983E-06  3.4823826E-03  7.3730893E-05  1.8901130E-07  2.9774402E-10  7.7860690E-04  5.9498362E-07  3.794E-06  5.125E-05  6.469E-05  9.531E-01  1.058E+00  6.81E+02  0.00E+00  2.55E+02  0.536227  0.098426  0.0000000E+00  4.8473673054E-01
 23  2.885994072430235E+06   24.860049  4.967498  4.577583  7.3773734E-01  2.5621946E-01  9.0781148E-04  2.6832184E-05  3.8280136E-04  2.4122799E-03  1.0960007E-06  5.2323305E-06  8.0431397E-04  6.2783171E-05  1.546E-08  0.4694  4.577583   -7.188  0.697820  7.610440  5.5114977E-01  4.4298263E-01  2.7639987E-05  7.5570185E-06  3.4821378E-03  7.3873254E-05  1.8835897E-07  2.7002741E-10  7.7744006E-04  6.1475782E-07  3.513E-06  5.061E-05  6.421E-05  9.529E-01  1.059E+00  6.77E+02  0.00E+00  2.54E+02  0.537269  0.099703  0.0000000E+00  4.8352138407E-01
 24  2.994779414059289E+06   24.852912  4.972847  4.576838  7.3766536E-01  2.5629128E-01  8.9881942E-04  2.8221155E-05  3.9691452E-04  2.4064791E-03  1.1094180E-06  5.1941617E-06  8.0430067E-04  6.2497241E-05  1.645E-08  0.4675  4.576838   -7.178  0.698238  7.611255  5.4279107E-01  4.5134129E-01  2.7718040E-05  7.5786158E-06  3.4829091E-03  7.2864785E-05  1.8447112E-07  2.8478383E-10  7.7627107E-04  6.2554210E-07  3.268E-06  5.027E-05  6.375E-05  9.522E-01  1.058E+00  6.74E+02  0.00E+00  2.55E+02  0.541018  0.100963  0.0000000E+00  4.8230928252E-01
 25  3.103840241578733E+06   24.845571  4.978222  4.576074  7.3757955E-01  2.5637695E-01  8.8934128E-04  2.9617018E-05  4.1204506E-04  2.4001569E-03  1.1230124E-06  5.1537956E-06  8.0428520E-04  6.2196051E-05  1.742E-08  0.4656  4.576074   -7.167  0.698645  7.612084  5.3443237E-01  4.5969981E-01  2.7795679E-05  7.6004657E-06  3.4829580E-03  7.2679953E-05  1.8285911E-07  2.8304996E-10  7.7510064E-04  6.4455029E-07  3.038E-06  4.981E-05  6.327E-05  9.517E-01  1.059E+00  6.71E+02  0.00E+00  2.56E+02  0.543696  0.102246  0.0000000E+00  4.8105200447E-01
 26  3.210828358417612E+06   24.838183  4.983649  4.575236  7.3748136E-01  2.5647503E-01  8.7972884E-04  3.0967370E-05  4.2765005E-04  2.3935277E-03  1.1362427E-06  5.1127090E-06  8.0426787E-04  6.1890550E-05  1.830E-08  0.4642  4.575236   -7.155  0.699074  7.612948  5.2607367E-01  4.6805843E-01  2.7894603E-05  7.6274921E-06  3.4833535E-03  7.2065621E-05  1.8004359E-07  2.5908997E-10  7.7392841E-04  6.4997193E-07  2.833E-06  4.900E-05  6.281E-05  9.518E-01  1.061E+00  6.67E+02  0.00E+00  2.54E+02  0.543108  0.103557  0.0000000E+00  4.7977449776E-01
 27  3.316508312083008E+06   24.830699  4.988971  4.574453  7.3736875E-01  2.5658745E-01  8.6993789E-04  3.2280482E-05  4.4380905E-04  2.3865496E-03  1.1491588E-06  5.0706971E-06  8.0424839E-04  6.1579079E-05  1.909E-08  0.4622  4.574453   -7.145  0.699465  7.613811  5.1771497E-01  4.7641694E-01  2.7980252E-05  7.6519160E-06  3.4836033E-03  7.1638035E-05  1.7758077E-07  2.7990037E-10  7.7275483E-04  6.6769394E-07  2.646E-06  4.879E-05  6.231E-05  9.507E-01  1.060E+00  6.64E+02  0.00E+00  2.56E+02  0.548316  0.104858  0.0000000E+00  4.7846880804E-01
 28  3.421094601114664E+06   24.823103  4.994302  4.573580  7.3723970E-01  2.5671640E-01  8.5994016E-04  3.3561391E-05  4.6057846E-04  2.3791898E-03  1.1617844E-06  5.0276219E-06  8.0422647E-04  6.1260480E-05  1.982E-08  0.4605  4.573580   -7.133  0.699914  7.614655  5.0935627E-01  4.8477563E-01  2.8075091E-05  7.6781703E-06  3.4839263E-03  7.1112692E-05  1.7506945E-07  2.6464138E-10  7.7157985E-04  6.7083294E-07  2.477E-06  4.805E-05  6.183E-05  9.507E-01  1.062E+00  6.61E+02  0.00E+00  2.54E+02  0.548336  0.106177  0.0000000E+00  4.7713103373E-01
 29  3.521951048811991E+06   24.815595  4.999566  4.572709  7.3709661E-01  2.5685939E-01  8.5003431E-04  3.4774161E-05  4.7746074E-04  2.3716617E-03  1.1737434E-06  4.9847578E-06  8.0420256E-04  6.0944028E-05  2.047E-08  0.4585  4.572709   -7.123  0.700523  7.615511  5.0099757E-01  4.9313413E-01  2.8172373E-05  7.7051147E-06  3.4847520E-03  7.0009905E-05  1.7108816E-07  2.5675526E-10  7.7040378E-04  6.7835134E-07  2.327E-06  4.770E-05  6.138E-05  9.499E-01  1.061E+00  6.58E+02  0.00E+00  2.55E+02  0.552266  0.107496  0.0000000E+00  4.7579690602E-01
 30  3.624357400972044E+06   24.807782  5.005053  4.571725  7.3692897E-01  2.5702698E-01  8.3963210E-04  3.5991121E-05  4.9547033E-04  2.3635040E-03  1.1857308E-06  4.9395409E-06  8.0417496E-04  6.0610661E-05  2.109E-08  0.4569  4.571725   -7.112  0.701192  7.616397  4.9263887E-01  5.0149268E-01  2.8266060E-05  7.7312271E-06  3.4846792E-03  6.9937381E-05  1.6968270E-07  2.5203409E-10  7.6922659E-04  6.9075637E-07  2.185E-06  4.696E-05  6.089E-05  9.499E-01  1.063E+00  6.54E+02  0.00E+00  2.53E+02  0.552612  0.108886  0.0000000E+00  4.7439518870E-01
 31  3.722684760325372E+06   24.800090  5.010342  4.570787  7.3674754E-01  2.5720832E-01  8.2949340E-04  3.7125646E-05  5.1329201E-04  2.3553098E-03  1.1968796E-06  4.8952653E-06  8.0414548E-04  6.0284519E-05  2.162E-08  0.4550  4.570787   -7.102  0.701914  7.617276  4.8428016E-01  5.0985134E-01  2.8365182E-05  7.7586264E-06  3.4853851E-03  6.8968253E-05  1.6610280E-07  2.4333512E-10  7.6804811E-04  6.9332940E-07  2.062E-06  4.642E-05  6.043E-05  9.494E-01  1.063E+00  6.51E+02  0.00E+00  2.54E+02  0.554798  0.110243  0.0000000E+00  4.7300208095E-01
 32  3.823053130598879E+06   24.792042  5.015794  4.569867  7.3653736E-01  2.5741854E-01  8.1889216E-04  3.8259536E-05  5.3221047E-04  2.3464818E-03  1.2079814E-06  4.8487446E-06  8.0411173E-04  5.9941998E-05  2.210E-08  0.4533  4.569867   -7.091  0.702625  7.618180  4.7592146E-01  5.1820984E-01  2.8454070E-05  7.7838477E-06  3.4850220E-03  6.9234310E-05  1.6543560E-07  2.5515349E-10  7.6686867E-04  7.1578886E-07  1.944E-06  4.597E-05  5.992E-05  9.488E-01  1.063E+00  6.47E+02  0.00E+00  2.54E+02  0.557778  0.111659  0.0000000E+00  4.7153157010E-01
 33  3.920481895421308E+06   24.784031  5.021265  4.568896  7.3631196E-01  2.5764384E-01  8.0860404E-04  3.9310997E-05  5.5084527E-04  2.3376604E-03  1.2182268E-06  4.8033714E-06  8.0407594E-04  5.9607944E-05  2.247E-08  0.4517  4.568896   -7.080  0.703489  7.619098  4.6756276E-01  5.2656835E-01  2.8558079E-05  7.8123742E-06  3.4852981E-03  6.8747205E-05  1.6310922E-07  2.4046145E-10  7.6568780E-04  7.1667356E-07  1.840E-06  4.548E-05  5.944E-05  9.482E-01  1.064E+00  6.44E+02  0.00E+00  2.54E+02  0.560670  0.113097  0.0000000E+00  4.7005352155E-01
 34  4.018680917385750E+06   24.775753  5.026742  4.567865  7.3606208E-01  2.5789366E-01  7.9824840E-04  4.0322185E-05  5.6987703E-04  2.3285252E-03  1.2280222E-06  4.7574665E-06  8.0403665E-04  5.9269867E-05  2.274E-08  0.4499  4.567865   -7.068  0.704292  7.620026  4.5920406E-01  5.3492694E-01  2.8648180E-05  7.8379543E-06  3.4849633E-03  6.8978922E-05  1.6234855E-07  2.5289497E-10  7.6450585E-04  7.3601862E-07  1.743E-06  4.469E-05  5.894E-05  9.483E-01  1.065E+00  6.40E+02  0.00E+00  2.52E+02  0.560178  0.114554  0.0000000E+00  4.6851128501E-01
 35  4.115260305939058E+06   24.767405  5.032242  4.566745  7.3578935E-01  2.5816645E-01  7.8795016E-04  4.1282608E-05  5.8907495E-04  2.3191858E-03  1.2372625E-06  4.7115772E-06  8.0399413E-04  5.8931671E-05  2.295E-08  0.4483  4.566745   -7.058  0.705095  7.620935  4.5084536E-01  5.4328544E-01  2.8849572E-05  7.8949021E-06  3.4848937E-03  6.8722888E-05  1.5926312E-07  2.4249122E-10  7.6332250E-04  7.4001351E-07  1.659E-06  4.408E-05  5.841E-05  9.479E-01  1.066E+00  6.36E+02  0.00E+00  2.52E+02  0.562092  0.116035  0.0000000E+00  4.6694030892E-01
 36  4.208129215847655E+06   24.759179  5.037580  4.565663  7.3550048E-01  2.5845542E-01  7.7797382E-04  4.2171444E-05  6.0793051E-04  2.3098950E-03  1.2457490E-06  4.6668892E-06  8.0394946E-04  5.8601993E-05  2.309E-08  0.4464  4.565663   -7.048  0.706043  7.621870  4.4248666E-01  5.5164404E-01  2.8959124E-05  7.9256817E-06  3.4854623E-03  6.7892403E-05  1.5586858E-07  2.3558303E-10  7.6213825E-04  7.4739643E-07  1.585E-06  4.361E-05  5.794E-05  9.472E-01  1.066E+00  6.33E+02  0.00E+00  2.52E+02  0.565093  0.117489  0.0000000E+00  4.6537657323E-01
 37  4.303889882892549E+06   24.750490  5.043162  4.564643  7.3516931E-01  2.5878659E-01  7.6749663E-04  4.3062330E-05  6.2800439E-04  2.2998797E-03  1.2541826E-06  4.6197053E-06  8.0389862E-04  5.8253428E-05  2.320E-08  0.4448  4.564643   -7.037  0.707082  7.622876  4.3412796E-01  5.6000254E-01  2.8975090E-05  7.9278264E-06  3.4851427E-03  6.8232802E-05  1.5685370E-07  2.1868141E-10  7.6095283E-04  7.6396313E-07  1.513E-06  4.328E-05  5.742E-05  9.463E-01  1.066E+00  6.30E+02  0.00E+00  2.53E+02  0.569821  0.119028  0.0000000E+00  4.6370867740E-01
 38  4.393969352758959E+06   24.742114  5.048523  4.563425  7.3483440E-01  2.5912155E-01  7.5775649E-04  4.3852688E-05  6.4691427E-04  2.2903322E-03  1.2615958E-06  4.5756045E-06  8.0384754E-04  5.7927096E-05  2.322E-08  0.4431  4.563425   -7.026  0.708220  7.623844  4.2576926E-01  5.6836124E-01  2.9074117E-05  7.9564294E-06  3.4859211E-03  6.7179515E-05  1.5322231E-07  2.2778509E-10  7.5976631E-04  7.6112440E-07  1.453E-06  4.245E-05  5.695E-05  9.464E-01  1.068E+00  6.26E+02  0.00E+00  2.51E+02  0.568987  0.120524  0.0000000E+00  4.6208395514E-01
 39  4.485446439324895E+06   24.733407  5.053940  4.562272  7.3446032E-01  2.5949573E-01  7.4771900E-04  4.4629975E-05  6.6665168E-04  2.2802531E-03  1.2688157E-06  4.5299134E-06  8.0379081E-04  5.7588339E-05  2.321E-08  0.4413  4.562272   -7.016  0.709279  7.624830  4.1741055E-01  5.7671975E-01  2.9172746E-05  7.9843856E-06  3.4858324E-03  6.7116297E-05  1.5184171E-07  2.3489849E-10  7.5857888E-04  7.7941446E-07  1.395E-06  4.186E-05  5.645E-05  9.461E-01  1.069E+00  6.22E+02  0.00E+00  2.50E+02  0.570778  0.122053  0.0000000E+00  4.6037846237E-01
 40  4.573670211455859E+06   24.724808  5.059279  4.561053  7.3407442E-01  2.5988174E-01  7.3814232E-04  4.5337230E-05  6.8571964E-04  2.2704086E-03  1.2753173E-06  4.4860846E-06  8.0373261E-04  5.7262663E-05  2.312E-08  0.4396  4.561053   -7.006  0.710441  7.625808  4.0905185E-01  5.8507835E-01  2.9364106E-05  8.0372667E-06  3.4862242E-03  6.6351849E-05  1.4823312E-07  2.2088787E-10  7.5739035E-04  7.8033100E-07  1.346E-06  4.128E-05  5.596E-05  9.456E-01  1.070E+00  6.18E+02  0.00E+00  2.50E+02  0.572806  0.123578  0.0000000E+00  4.5867788202E-01
